epoch,loss,seg_acc,seg_iou_score,seg_loss,val_loss,val_seg_acc,val_seg_iou_score,val_seg_loss
0,0.5775507092475891,0.9047025442123413,0.27328160405158997,0.5775507092475891,0.5314285159111023,0.9249278903007507,0.3105058968067169,0.5314285159111023
1,0.5359098315238953,0.9213754534721375,0.30640077590942383,0.5359098315238953,0.5244770646095276,0.923504650592804,0.31640753149986267,0.5244770646095276
2,0.5344952344894409,0.9218846559524536,0.30755794048309326,0.5344952344894409,0.5334495306015015,0.9236310720443726,0.3086230158805847,0.5334495306015015
3,0.5337249040603638,0.9222803711891174,0.30824318528175354,0.5337249040603638,0.5323073863983154,0.9242086410522461,0.3096155524253845,0.5323073863983154
4,0.5336857438087463,0.9221765398979187,0.30836138129234314,0.5336857438087463,0.5344992280006409,0.9232919812202454,0.30775347352027893,0.5344992280006409
5,0.5331509709358215,0.9224730134010315,0.3087904453277588,0.5331509709358215,0.5355375409126282,0.9208464622497559,0.3068111538887024,0.5355375409126282
6,0.5329526662826538,0.9224498867988586,0.3088356554508209,0.5329526662826538,0.5316909551620483,0.9240455031394958,0.3101101815700531,0.5316909551620483
7,0.5327020883560181,0.9226100444793701,0.30919575691223145,0.5327020883560181,0.5402941703796387,0.9212932586669922,0.3027617335319519,0.5402941703796387
8,0.5322999954223633,0.922578752040863,0.30936869978904724,0.5322999954223633,0.5299705266952515,0.9246057868003845,0.31155258417129517,0.5299705266952515
9,0.5325318574905396,0.9227564930915833,0.3092919588088989,0.5325318574905396,0.5359786748886108,0.9218958020210266,0.30641141533851624,0.5359786748886108
10,0.5323923826217651,0.9228162169456482,0.30949926376342773,0.5323923826217651,0.5365188121795654,0.9219774007797241,0.3059612214565277,0.5365188121795654
11,0.5322625637054443,0.9228187203407288,0.3095335364341736,0.5322625637054443,0.533193826675415,0.922930896282196,0.3088413178920746,0.533193826675415
12,0.5322089791297913,0.9227575659751892,0.30962032079696655,0.5322089791297913,0.5351705551147461,0.9236909747123718,0.3071063160896301,0.5351705551147461
13,0.5320863127708435,0.9228541851043701,0.30965372920036316,0.5320863127708435,0.5367709994316101,0.9225279092788696,0.30573368072509766,0.5367709994316101
14,0.5320428609848022,0.9228760600090027,0.3096926510334015,0.5320428609848022,0.5326693058013916,0.9233331084251404,0.3092741370201111,0.5326693058013916
15,0.5322906970977783,0.9229154586791992,0.30958831310272217,0.5322906970977783,0.5307196974754333,0.9232420921325684,0.3110368549823761,0.5307196974754333
16,0.5323836207389832,0.922888457775116,0.30947333574295044,0.5323836207389832,0.5373561382293701,0.9230979084968567,0.30522072315216064,0.5373561382293701
17,0.5319790244102478,0.9228985905647278,0.3097112774848938,0.5319790244102478,0.533058762550354,0.9231778979301453,0.30895286798477173,0.533058762550354
18,0.5325537323951721,0.9227466583251953,0.3093240261077881,0.5325537323951721,0.5397336483001709,0.9224452972412109,0.30321356654167175,0.5397336483001709
19,0.5319743752479553,0.9229912757873535,0.3097282648086548,0.5319743752479553,0.5336865186691284,0.921970784664154,0.3084891736507416,0.5336865186691284
20,0.5319714546203613,0.9229229688644409,0.3098260462284088,0.5319714546203613,0.536145031452179,0.922394871711731,0.30631789565086365,0.536145031452179
21,0.5319433212280273,0.9229755997657776,0.3098948001861572,0.5319433212280273,0.5357192754745483,0.9227452874183655,0.30662766098976135,0.5357192754745483
22,0.5319007039070129,0.9228636026382446,0.30980098247528076,0.5319007039070129,0.5344738364219666,0.9233669638633728,0.30770811438560486,0.5344738364219666
23,0.5318650007247925,0.9229928255081177,0.3098934590816498,0.5318650007247925,0.5334069728851318,0.9213348031044006,0.30868950486183167,0.5334069728851318
24,0.5319667458534241,0.9228568077087402,0.30986762046813965,0.5319667458534241,0.540831446647644,0.9222361445426941,0.30228370428085327,0.540831446647644
25,0.5319367051124573,0.9228820204734802,0.3098113238811493,0.5319367051124573,0.5351274013519287,0.9224557280540466,0.30718734860420227,0.5351274013519287
26,0.5315276980400085,0.9229272603988647,0.31005731225013733,0.5315276980400085,0.5420851111412048,0.9237045049667358,0.3010440468788147,0.5420851111412048
27,0.5317725539207458,0.9230605363845825,0.3098768889904022,0.5317725539207458,0.5342780351638794,0.9243506789207458,0.3077842593193054,0.5342780351638794
28,0.5315513014793396,0.9230892062187195,0.3100225031375885,0.5315513014793396,0.5357370376586914,0.9230960607528687,0.30663779377937317,0.5357370376586914
29,0.5316061973571777,0.9230566620826721,0.310011088848114,0.5316061973571777,0.533754289150238,0.9228550791740417,0.3083343803882599,0.533754289150238
